1, 1, .5, 1.4, .3, 1.4, .3, 0.05, -0.030836, 0.033781, 0.044460
1, 1, .5, 1.4, .3, 1.4, .3, 0.06, -0.036803, 0.034818, 0.044594
1, 1, .5, 1.4, .3, 1.4, .3, 0.07, -0.042721, 0.035880, 0.044759
1, 1, .5, 1.4, .3, 1.4, .3, 0.08, -0.048590, 0.036969, 0.044958
1, 1, .5, 1.4, .3, 1.4, .3, 0.08, -0.048590, 0.036969, 0.044958
1, 1, .5, 1.4, .3, 1.4, .3, 0.1, -0.060181, 0.039234, 0.045477
1, 1, .5, 1.4, .3, 1.4, .3, 0.11, -0.065906, 0.040413, 0.045809
1, 1, .5, 1.4, .3, 1.4, .3, 0.12, -0.071584, 0.041627, 0.046198
1, 1, .5, 1.4, .3, 1.4, .3, 0.13, -0.077216, 0.042877, 0.046653
1, 1, .5, 1.4, .3, 1.4, .3, 0.14, -0.082804, 0.044168, 0.047185
1, 1, .5, 1.5, .3, 1.4, .3, 0.05, -0.029845, 0.032320, 0.041987
1, 1, .5, 1.5, .3, 1.4, .3, 0.06, -0.035632, 0.033298, 0.042008
1, 1, .5, 1.5, .3, 1.4, .3, 0.07, -0.041372, 0.034297, 0.042049
1, 1, .5, 1.5, .3, 1.4, .3, 0.08, -0.047065, 0.035320, 0.042113
1, 1, .5, 1.5, .3, 1.4, .3, 0.08, -0.047065, 0.035320, 0.042113
1, 1, .5, 1.5, .3, 1.4, .3, 0.1, -0.058311, 0.037437, 0.042319
1, 1, .5, 1.5, .3, 1.4, .3, 0.11, -0.063865, 0.038536, 0.042469
1, 1, .5, 1.5, .3, 1.4, .3, 0.12, -0.069374, 0.039662, 0.042657
1, 1, .5, 1.5, .3, 1.4, .3, 0.13, -0.074839, 0.040818, 0.042887
1, 1, .5, 1.5, .3, 1.4, .3, 0.14, -0.080261, 0.042007, 0.043167
1, 1, .5, 1.6, .3, 1.4, .3, 0.05, -0.028971, 0.031045, 0.039846
1, 1, .5, 1.6, .3, 1.4, .3, 0.06, -0.034599, 0.031973, 0.039778
1, 1, .5, 1.6, .3, 1.4, .3, 0.07, -0.040181, 0.032920, 0.039721
1, 1, .5, 1.6, .3, 1.4, .3, 0.08, -0.045718, 0.033886, 0.039679
1, 1, .5, 1.6, .3, 1.4, .3, 0.08, -0.045718, 0.033886, 0.039679
1, 1, .5, 1.6, .3, 1.4, .3, 0.1, -0.056658, 0.035883, 0.039642
1, 1, .5, 1.6, .3, 1.4, .3, 0.11, -0.062062, 0.036914, 0.039653
1, 1, .5, 1.6, .3, 1.4, .3, 0.12, -0.067423, 0.037969, 0.039688
1, 1, .5, 1.6, .3, 1.4, .3, 0.13, -0.072740, 0.039049, 0.039748
1, 1, .5, 1.6, .3, 1.4, .3, 0.14, -0.078016, 0.040156, 0.039839
1, 1, .5, 1.7, .3, 1.4, .3, 0.05, -0.028194, 0.029922, 0.037975
