1,1,1,1,.3,0.1,-0.089922,0.031922,0.031922
1,1,1,1,.3,0.2,-0.167337,0.061278,0.061278
1,1,1,1,.3,0.3,-0.234225,0.087987,0.087987
1,1,1,1,.3,0.4,-0.292353,0.112078,0.112078
1,1,1,1,.3,0.5,-0.343222,0.133653,0.133653
1,1,1,1,.3,0.6,-0.388080,0.152840,0.152840
1,1,1,1,.3,0.7,-0.427944,0.169782,0.169782
1,1,1,1,.3,0.8,-0.463637,0.184618,0.184618
1,1,1,1,.3,0.9,-0.495827,0.197479,0.197479
1,1,1,1,.3,1.0,-0.525054,0.208484,0.208484
1,1,1,1,.3,1.1,-0.551757,0.217742,0.217742
1,1,1,1,.3,1.2,-0.576296,0.225350,0.225350
1,1,1,1,.3,1.3,-0.598961,0.231399,0.231399
1,1,1,1,.3,1.4,-0.619995,0.235971,0.235971
1,1,1,1,.3,1.5,-0.639591,0.239148,0.239148
1,1,1,1,.3,1.6,-0.657913,0.241010,0.241010
1,1,1,1,.3,1.7,-0.675091,0.241638,0.241638
1,1,1,1,.3,1.8,-0.691231,0.241120,0.241120
1,1,1,1,.3,1.9,-0.706419,0.239549,0.239549
1,1,1,1,.3,2.0,-0.720723,0.237026,0.237026
1,1,1,1,.3,2.1,-0.734200,0.233660,0.233660
1,1,1,1,.3,2.2,-0.746894,0.229566,0.229566
1,1,1,1,.3,2.3,-0.758841,0.224863,0.224863
1,1,1,1,.3,2.4,-0.770074,0.219674,0.219674
1,1,1,1,.3,2.5,-0.780623,0.214116,0.214116
1,1,1,1,.3,2.6,-0.790517,0.208301,0.208301
1,1,1,1,.3,2.7,-0.799785,0.202330,0.202330
1,1,1,1,.3,2.8,-0.808457,0.196294,0.196294
1,1,1,1,.3,2.9,-0.816566,0.190269,0.190269
1,1,1,1,.3,3.0,-0.824144,0.184316,0.184316
1,1,1,1.1,.3,0.1,-0.082295,0.029124,0.029124
1,1,1,1.1,.3,0.2,-0.154100,0.056137,0.056137
1,1,1,1.1,.3,0.3,-0.216922,0.080965,0.080965
1,1,1,1.1,.3,0.4,-0.272128,0.103615,0.103615
1,1,1,1.1,.3,0.5,-0.320914,0.124150,0.124150
1,1,1,1.1,.3,0.6,-0.364292,0.142662,0.142662
1,1,1,1.1,.3,0.7,-0.403107,0.159253,0.159253
1,1,1,1.1,.3,0.8,-0.438061,0.174032,0.174032
1,1,1,1.1,.3,0.9,-0.469733,0.187100,0.187100
1,1,1,1.1,.3,1.0,-0.498599,0.198555,0.198555
1,1,1,1.1,.3,1.1,-0.525054,0.208484,0.208484
1,1,1,1.1,.3,1.2,-0.549424,0.216970,0.216970
1,1,1,1.1,.3,1.3,-0.571981,0.224085,0.224085
1,1,1,1.1,.3,1.4,-0.592951,0.229899,0.229899
1,1,1,1.1,.3,1.5,-0.612522,0.234474,0.234474
