1,1,1,0.1,-0.089922,0.031922,0.031922
1,1,1,0.2,-0.167337,0.061278,0.061278
1,1,1,0.3,-0.234225,0.087987,0.087987
1,1,1,0.4,-0.292353,0.112078,0.112078
1,1,1,0.5,-0.343222,0.133653,0.133653
1,1,1,0.6,-0.388080,0.152840,0.152840
1,1,1,0.7,-0.427944,0.169782,0.169782
1,1,1,0.8,-0.463637,0.184618,0.184618
1,1,1,0.9,-0.495827,0.197479,0.197479
1,1,1,1.0,-0.525054,0.208484,0.208484
1,1,1,1.1,-0.551757,0.217742,0.217742
1,1,1,1.2,-0.576296,0.225350,0.225350
1,1,1,1.3,-0.598961,0.231399,0.231399
1,1,1,1.4,-0.619995,0.235971,0.235971
1,1,1,1.5,-0.639591,0.239148,0.239148
1,1,1,1.6,-0.657913,0.241010,0.241010
1,1,1,1.7,-0.675091,0.241638,0.241638
1,1,1,1.8,-0.691231,0.241120,0.241120
1,1,1,1.9,-0.706419,0.239549,0.239549
1,1,1,2.0,-0.720723,0.237026,0.237026
1,1,1,2.1,-0.734200,0.233660,0.233660
1,1,1,2.2,-0.746894,0.229566,0.229566
1,1,1,2.3,-0.758841,0.224863,0.224863
1,1,1,2.4,-0.770074,0.219674,0.219674
1,1,1,2.5,-0.780623,0.214116,0.214116
1,1,1,2.6,-0.790517,0.208301,0.208301
1,1,1,2.7,-0.799785,0.202330,0.202330
1,1,1,2.8,-0.808457,0.196294,0.196294
1,1,1,2.9,-0.816566,0.190269,0.190269
1,1,1,3.0,-0.824144,0.184316,0.184316
1,1,1,0.1,-0.082295,0.029124,0.029124
1,1,1,0.2,-0.154100,0.056137,0.056137
1,1,1,0.3,-0.216922,0.080965,0.080965
1,1,1,0.4,-0.272128,0.103615,0.103615
1,1,1,0.5,-0.320914,0.124150,0.124150
1,1,1,0.6,-0.364292,0.142662,0.142662
1,1,1,0.7,-0.403107,0.159253,0.159253
1,1,1,0.8,-0.438061,0.174032,0.174032
1,1,1,0.9,-0.469733,0.187100,0.187100
1,1,1,1.0,-0.498599,0.198555,0.198555
1,1,1,1.1,-0.525054,0.208484,0.208484
1,1,1,1.2,-0.549424,0.216970,0.216970
1,1,1,1.3,-0.571981,0.224085,0.224085
1,1,1,1.4,-0.592951,0.229899,0.229899
1,1,1,1.5,-0.612522,0.234474,0.234474
1,1,1,1.6,-0.630851,0.237872,0.237872
1,1,1,1.7,-0.648069,0.240152,0.240152
1,1,1,1.8,-0.664286,0.241376,0.241376
1,1,1,1.9,-0.679592,0.241607,0.241607
1,1,1,2.0,-0.694061,0.240910,0.240910
1,1,1,2.1,-0.707755,0.239358,0.239358
1,1,1,2.2,-0.720723,0.237026,0.237026
1,1,1,2.3,-0.733008,0.233998,0.233998
1,1,1,2.4,-0.744642,0.230359,0.230359
1,1,1,2.5,-0.755655,0.226199,0.226199
1,1,1,2.6,-0.766070,0.221610,0.221610
1,1,1,2.7,-0.775911,0.216681,0.216681
1,1,1,2.8,-0.785200,0.211498,0.211498
1,1,1,2.9,-0.793958,0.206143,0.206143
1,1,1,3.0,-0.802208,0.200687,0.200687
1,1,1,0.1,-0.075859,0.026775,0.026775
1,1,1,0.2,-0.142796,0.051786,0.051786
1,1,1,0.3,-0.201981,0.074964,0.074964
1,1,1,0.4,-0.254495,0.096304,0.096304
1,1,1,0.5,-0.301298,0.115846,0.115846
1,1,1,0.6,-0.343222,0.133653,0.133653
1,1,1,0.7,-0.380976,0.149802,0.149802
1,1,1,0.8,-0.415157,0.164376,0.164376
1,1,1,0.9,-0.446267,0.177455,0.177455
1,1,1,1.0,-0.474727,0.189119,0.189119
1,1,1,1.1,-0.500891,0.199439,0.199439
1,1,1,1.2,-0.525054,0.208484,0.208484
1,1,1,1.3,-0.547466,0.216316,0.216316
1,1,1,1.4,-0.568338,0.222992,0.222992
1,1,1,1.5,-0.587846,0.228564,0.228564
1,1,1,1.6,-0.606143,0.233083,0.233083
1,1,1,1.7,-0.623356,0.236595,0.236595
1,1,1,1.8,-0.639591,0.239148,0.239148
1,1,1,1.9,-0.654942,0.240787,0.240787
1,1,1,2.0,-0.669485,0.241560,0.241560
1,1,1,2.1,-0.683285,0.241517,0.241517
1,1,1,2.2,-0.696395,0.240709,0.240709
1,1,1,2.3,-0.708862,0.239192,0.239192
1,1,1,2.4,-0.720723,0.237026,0.237026
1,1,1,2.5,-0.732010,0.234275,0.234275
1,1,1,2.6,-0.742747,0.231004,0.231004
1,1,1,2.7,-0.752958,0.227283,0.227283
1,1,1,2.8,-0.762663,0.223182,0.223182
1,1,1,2.9,-0.771879,0.218770,0.218770
1,1,1,3.0,-0.780623,0.214116,0.214116
1,1,1,0.1,-0.070355,0.024777,0.024777
1,1,1,0.2,-0.133031,0.048057,0.048057
1,1,1,0.3,-0.188953,0.069779,0.069779
1,1,1,0.4,-0.238987,0.089932,0.089932
1,1,1,0.5,-0.283917,0.108539,0.108539
1,1,1,0.6,-0.324431,0.125645,0.125645
1,1,1,0.7,-0.361127,0.141307,0.141307
1,1,1,0.8,-0.394516,0.155589,0.155589
1,1,1,0.9,-0.425035,0.168555,0.168555
1,1,1,1.0,-0.453056,0.180270,0.180270
1,1,1,1.1,-0.478894,0.190792,0.190792
1,1,1,1.2,-0.502817,0.200179,0.200179
1,1,1,1.3,-0.525054,0.208484,0.208484
1,1,1,1.4,-0.545799,0.215755,0.215755
1,1,1,1.5,-0.565219,0.222038,0.222038
1,1,1,1.6,-0.583457,0.227373,0.227373
1,1,1,1.7,-0.600635,0.231802,0.231802
1,1,1,1.8,-0.616857,0.235360,0.235360
1,1,1,1.9,-0.632213,0.238086,0.238086
1,1,1,2.0,-0.646781,0.240015,0.240015
1,1,1,2.1,-0.660627,0.241184,0.241184
1,1,1,2.2,-0.673807,0.241631,0.241631
1,1,1,2.3,-0.686370,0.241396,0.241396
1,1,1,2.4,-0.698354,0.240520,0.240520
1,1,1,2.5,-0.709796,0.239048,0.239048
1,1,1,2.6,-0.720723,0.237026,0.237026
1,1,1,2.7,-0.731161,0.234506,0.234506
1,1,1,2.8,-0.741130,0.231538,0.231538
1,1,1,2.9,-0.750648,0.228178,0.228178
1,1,1,3.0,-0.759730,0.224480,0.224480
1,1,1,0.1,-0.065596,0.023056,0.023056
1,1,1,0.2,-0.124512,0.044826,0.044826
1,1,1,0.3,-0.177493,0.065256,0.065256
1,1,1,0.4,-0.225245,0.084333,0.084333
1,1,1,0.5,-0.268411,0.102068,0.102068
1,1,1,0.6,-0.307568,0.118494,0.118494
1,1,1,0.7,-0.343222,0.133653,0.133653
1,1,1,0.8,-0.375814,0.147593,0.147593
1,1,1,0.9,-0.405724,0.160368,0.160368
1,1,1,1.0,-0.433281,0.172027,0.172027
1,1,1,1.1,-0.458766,0.182623,0.182623
1,1,1,1.2,-0.482423,0.192201,0.192201
1,1,1,1.3,-0.504459,0.200808,0.200808
1,1,1,1.4,-0.525054,0.208484,0.208484
